created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
Mon Nov 02 22:41:34 +0000 2015	"See our latest #LongBranch, NJ #job and click to apply: Registered Nurse (RN) Womens and Children's Float... - https://t.co/HW0C2rTdck"	New Jersey	LongBranch					
			job					
								
								
Mon Nov 02 22:41:34 +0000 2015	Halloween dressed as @UzoAduba and my baby son is dressed as @MattMcGorry Spooky Fact: #BlackLivesMatter #nojoke https://t.co/ic5uzywo1r	"Brooklyn, New York"	BlackLivesMatter					
			nojoke					
								
								
Mon Nov 02 22:41:35 +0000 2015	Plus it's hard for me to open up without liquor lol that's a problem	Back&Forth between DC&NY						
								
								
								
Mon Nov 02 22:41:36 +0000 2015	Rise @ Trinity Boxing https://t.co/UMg5Jvi7pS	"Los Angeles, CA, USA"						
								
								
								
Mon Nov 02 22:41:36 +0000 2015	"Can you recommend anyone for this #job? Assistant Store Manager - https://t.co/eMCHfK1yz9 #Bayshore, NY #Retail #Hiring #CareerArc"	New York	job					
			Bayshore					
			Retail					
			Hiring					
			CareerArc					
Mon Nov 02 22:41:37 +0000 2015	"@bdotTM It does, I listened to 16, 17 and 18 back to back, was awesome but the delivery of the content is 51% for me."	Dubai x London						
								
								
								
Mon Nov 02 22:41:37 +0000 2015	?? @ Paris Hill Cat Hospital https://t.co/gF7WsuoXZH	null						
								
								
								
Mon Nov 02 22:41:37 +0000 2015	I can't wait for new BANKS music ????????	Steven / New York / California						
								
								
								
Mon Nov 02 22:41:37 +0000 2015	Hanging with @emdasilva! Random Percolate alum sighting.  Cc: @jessebrightman https://t.co/1jsPxOr5yX	New York City 						
								
								
								
Mon Nov 02 22:41:38 +0000 2015	541 pm https://t.co/jVFfSfuQmW	"Manhattan, NY"						
								
								
								
Mon Nov 02 22:41:38 +0000 2015	Thank you Urban Dove Team Charter  School... Fun times while building #brooklyn #soccer... @ Herbert… https://t.co/LBmRtUbBOR	My World!!!	brooklyn					
			soccer					
								
								
Mon Nov 02 22:41:38 +0000 2015	@jwegener hahaha legit question	New York City						
								
								
								
Mon Nov 02 22:41:38 +0000 2015	Leslie Knope would be proud of my canvassing efforts @parksandrecnbc #LOL	"Nassau County, New York"	LOL					
								
								
								
Mon Nov 02 22:41:39 +0000 2015	@nyknicks @kevin_seraphin I don't like pasding the ball in front of the defenseman; move should be either side	North Woodmere						
								
								
								
Mon Nov 02 22:41:39 +0000 2015	@NoTeCortes40 que bueno uri hombre de hielo @urisabat que craxk	Mallorca  +Zaragoza						
								
								
								
Mon Nov 02 22:41:39 +0000 2015	In 2.5 weeks I'll be speaking here with  Creative Mornings.  #creativemornings @ Theatre for a New… https://t.co/odwrUQIneD	null	creativemornings					
								
								
								
Mon Nov 02 22:41:41 +0000 2015	Excuse me?? https://t.co/W7nt49P8Aj	NYC						
								
								
								
Mon Nov 02 22:41:41 +0000 2015	Eatingndastreets | Best Ent Site : Slow Roll Society https://t.co/ud4UYyppnU @slowrollsociety #marijuana #weed #rollingpapers	Global Network	marijuana					
			weed					
			rollingpapers					
								
Mon Nov 02 22:41:42 +0000 2015	Employees @TheFoodEmporium hung out to dry as two stores are closed on midtown Manhattan's Eastside.	New York City						
								
								
								
Mon Nov 02 22:41:43 +0000 2015	@drxnken @SoopFecT do you feel your intestines being squished	"Queens, NY"						
								
								
								
Mon Nov 02 22:41:45 +0000 2015	#RED200K	"New York, NY"	RED200K					
								
								
								
Mon Nov 02 22:41:45 +0000 2015	"#Transportation #Job in #EastWindsor, CT: Office Supply Delivery Driver at W.B. Mason https://t.co/HOWhy69IM8 #Jobs #Hiring"	Connecticut	Transportation					
			Job					
			EastWindsor					
			Jobs					
			Hiring					
Mon Nov 02 22:41:45 +0000 2015	I can't wait to be reunited with the most amazing peeps I've ever met in Dallas! @LivingaWWELife @ZiggyWithitGuy @Mr_GQ_Cantu	"East Meadow, NY"						
								
								
								
Mon Nov 02 22:41:45 +0000 2015	The New York City Marathon: The Great Race #tcsnycmarathon #mcny @ The New York Academy of Medicine https://t.co/DApdgKSDoI	"São Paulo, SP - Brazil"	tcsnycmarathon					
			mcny					
								
								
Mon Nov 02 22:41:45 +0000 2015	Today's look on https://t.co/zzvyIW6W7m https://t.co/FC77JkXMow	Ireland/New York						
								
								
								
Mon Nov 02 22:41:46 +0000 2015	Time to go home! https://t.co/sSJbi6shNe	London						
								
								
								
Mon Nov 02 22:41:46 +0000 2015	@MinorityReport @MeaganGood @starksands @MckeeveMichelle @MinorityReview https://t.co/JafiznWvcF	null						
								
								
								
								
Mon Nov 02 22:41:47 +0000 2015	Yesterday was one of the worst defensive performance I've ever seen as a lifelong @Giants fan. #NOvsNYG #NYG	"Bronx, NY"	NOvsNYG					
			NYG					
								
								
Mon Nov 02 22:41:48 +0000 2015	@nicoIetteclaire hate you	"long island,ny"						
								
								
								
Mon Nov 02 22:41:50 +0000 2015	@Truthdig Yoham Ortiz -#Jazz & #worldmusic  #guitarist will be performing this Friday night! https://t.co/DaqQpwG4qY	221 West 38th Street	Jazz					
			worldmusic					
			guitarist					
								
Mon Nov 02 22:41:51 +0000 2015	Just gotta lose 3 mo pounds b https://t.co/L5Q4cXshGJ	"Bronx, NYC"						
								
								
								
Mon Nov 02 22:41:51 +0000 2015	Mexico’s Sourcing PropositionGets a Closer Look in Chicago https://t.co/KVemzycizy @IntugoMx	The Americas 						
								
								
								
Mon Nov 02 22:41:53 +0000 2015	?????????????????????? Jesus he is so cool???????????????? @ DoubleTree by Hilton… https://t.co/yiQygRrFra	beijing						
								
								
								
Mon Nov 02 22:41:53 +0000 2015	Imma Find u Some Help @ Spanish Harlem https://t.co/3XNh7elPCt	Money Making Manhattan 						
								
								
								
Mon Nov 02 22:41:53 +0000 2015	@ChildishNigger @kelIlyy @sam_curdgel some shit Sam would do	914						
								
								
								
Mon Nov 02 22:41:54 +0000 2015	@scbenzman @MartinsvilleSwy I absolutely agree..	New York						
								
								
								
Mon Nov 02 22:41:54 +0000 2015	You ain't really fuck with me way back then but how about now	null						
								
								
								
Mon Nov 02 22:41:55 +0000 2015	@CIS_IZ pas si inconnu que ca mdrrrrrrrrrrr	"Thionville, Lorraine"						
								
								
								
Mon Nov 02 22:41:55 +0000 2015	To the person who thought it would be funny to break into the yard and spray paint my dog when we weren't home: ????????????	"New York, New York"						
								
								
								
Mon Nov 02 22:41:56 +0000 2015	When ur 6th grade crush follows u and u kno he gon be sad he ain't like u back when u was ugly	"Queens, NY"						
								
								
								
Mon Nov 02 22:41:56 +0000 2015	?? she a diamond in the ruff https://t.co/IF080nVLtH	Boston 						
