created_at	text	user__location	entities__hashtags__text		entities__hashtags__text			
								
								
Mon Nov 02 22:50:56 +0000 2015	????????????????????????.. @ AllStar Backgrounds https://t.co/i6e1HkhoJG	TAMPA FL.						
								
								
								
Mon Nov 02 22:50:57 +0000 2015	desperately wanted to be at the game tonight ??	florida						
								
								
								
Mon Nov 02 22:50:58 +0000 2015	"Inside The Shining Hotel: Real-Life Photos, Facts, And Fear https://t.co/5eIg0UCJar (via juice.li) https://t.co/y1mrRWTP5x"	null						
								
								
								
Mon Nov 02 22:51:02 +0000 2015	@Salt_life3 hurry that shit up	"Florida, USA"						
								
								
								
Mon Nov 02 22:51:02 +0000 2015	@Wale vs @MeekMill is gonna be like @ShaneMosley_ vs @LiamBeefySmith talent will always shine. Liam and meek = not skillful enough	null						
								
								
								
Mon Nov 02 22:51:06 +0000 2015	"We're #hiring! Read about our latest #job opening here: Pharmacy Technician - https://t.co/eIM53dHgMS #Miami, FL #Healthcare #CareerArc"	"Miami, FL"	hiring					
			job					
			Miami					
			Healthcare					
			CareerArc					
Mon Nov 02 22:51:09 +0000 2015	Taking flight with my wife with no child and Boyz 2 Men is performing live here at Epcot lol... @… https://t.co/KX8LmQYw6v	????						
								
								
								
Mon Nov 02 22:51:12 +0000 2015	#HouseBusAreaCheck at International Dr & Jamaican Ct. #orlpol #ocso	Orlando-ish	HouseBusAreaCheck					
			orlpol					
			ocso					
								
Mon Nov 02 22:51:13 +0000 2015	#GrandTheft at 4601-5368 Young Pine Rd. #orlpol #ocso	Orlando-ish	GrandTheft					
			orlpol					
			ocso					
								
Mon Nov 02 22:51:13 +0000 2015	@lucccid obv nawtttttt	Married to Andre 3000						
								
								
								
Mon Nov 02 22:51:15 +0000 2015	Hm I would I've changed ?? https://t.co/hHxv7RPaAI	florida						
